-29.167,0.373,1.000,100.000,0.000,0.000
-28.833,0.373,1.000,100.000,0.000,0.000
-28.667,0.471,1.000,100.000,0.000,0.000
-29.000,0.000,0.000,100.000,0.000,0.000
-28.833,0.553,2.000,100.000,0.000,0.000
-29.083,0.276,1.000,100.000,0.000,0.000
-29.000,0.000,0.000,100.000,0.000,0.000
-29.333,0.471,1.000,100.000,0.000,0.000
-29.333,0.471,1.000,100.000,0.000,0.000
-29.083,0.276,1.000,100.000,0.000,0.000
-31.167,1.818,5.000,90.000,0.000,10.000
-36.000,3.028,9.000,90.000,0.000,10.000
-32.167,4.652,13.000,90.000,0.000,10.000
-31.833,0.986,3.000,90.000,0.000,10.000
-36.917,2.900,8.000,90.000,0.000,10.000
-35.333,3.171,9.000,90.000,0.000,10.000
-31.417,1.891,5.000,90.000,0.000,10.000
-32.417,1.801,5.000,90.000,0.000,10.000
-32.667,1.546,4.000,80.000,0.000,20.000
-39.917,7.112,17.000,80.000,0.000,20.000
-39.333,5.137,17.000,80.000,0.000,20.000
-28.667,4.327,11.000,80.000,0.000,20.000
-28.583,2.499,7.000,80.000,0.000,20.000
-36.250,5.117,13.000,80.000,0.000,20.000
-35.917,2.629,7.000,80.000,0.000,20.000
-40.250,6.784,17.000,80.000,0.000,20.000
-38.333,2.981,8.000,80.000,0.000,20.000
-37.583,2.783,8.000,80.000,0.000,20.000
-31.250,3.192,9.000,60.000,0.000,40.000
-28.750,0.433,1.000,60.000,0.000,40.000
-29.417,0.640,2.000,60.000,0.000,40.000
-37.500,4.031,14.000,60.000,0.000,40.000
-31.083,2.564,10.000,60.000,0.000,40.000
-31.583,2.216,6.000,60.000,0.000,40.000
-32.083,2.929,8.000,60.000,0.000,40.000
-33.667,3.448,10.000,60.000,0.000,40.000
-27.500,4.537,12.000,60.000,0.000,40.000
-25.000,0.816,2.000,60.000,0.000,40.000
-25.000,0.577,2.000,90.000,0.000,10.000
-26.917,1.801,5.000,80.000,0.000,10.000
-29.750,1.090,3.000,80.000,0.000,20.000
-27.333,2.494,6.000,80.000,0.000,20.000
-31.667,1.179,4.000,50.000,0.000,40.000
-28.917,0.493,2.000,60.000,0.000,40.000
-26.083,4.518,14.000,70.000,0.000,30.000
-28.250,3.585,9.000,70.000,0.000,30.000
-24.667,1.179,3.000,70.000,0.000,30.000
-25.083,0.759,2.000,70.000,0.000,30.000
-25.083,0.640,2.000,70.000,0.000,30.000
-25.167,0.799,2.000,70.000,0.000,30.000
-26.250,1.090,3.000,70.000,0.000,30.000
-26.083,0.640,2.000,70.000,0.000,30.000
-26.333,1.179,4.000,70.000,0.000,30.000
-27.167,1.067,3.000,70.000,0.000,30.000
-24.333,1.599,4.000,70.000,0.000,30.000
-22.917,0.276,1.000,0.000,0.000,0.000
-22.917,0.493,2.000,0.000,0.000,0.000
-23.000,0.000,0.000,0.000,0.000,0.000
-22.750,0.433,1.000,0.000,0.000,0.000
-22.833,0.373,1.000,0.000,0.000,0.000
-22.667,0.471,1.000,0.000,0.000,0.000
-22.417,0.759,2.000,0.000,0.000,0.000
-22.333,0.745,2.000,0.000,0.000,0.000
-23.000,0.000,0.000,0.000,0.000,0.000
-23.000,0.000,0.000,0.000,0.000,0.000
-27.250,3.269,10.000,0.000,0.000,50.000
-26.583,3.121,8.000,0.000,0.000,50.000
-23.250,0.433,1.000,0.000,0.000,50.000
-23.250,0.722,2.000,0.000,0.000,50.000
-21.833,1.143,3.000,0.000,0.000,50.000
-21.000,0.000,0.000,0.000,0.000,50.000
-21.917,0.276,1.000,0.000,0.000,50.000
-22.500,0.500,1.000,0.000,0.000,50.000
-22.167,0.373,1.000,0.000,0.000,50.000
-23.500,0.645,2.000,0.000,0.000,50.000
-23.083,0.493,2.000,0.000,0.000,50.000
-21.500,0.764,2.000,0.000,0.000,50.000
-23.000,1.000,3.000,0.000,0.000,50.000
-23.083,0.276,1.000,0.000,0.000,30.000
-23.167,0.373,1.000,0.000,0.000,30.000
-23.083,0.493,2.000,0.000,0.000,30.000
-23.083,0.493,2.000,0.000,0.000,30.000
-23.333,0.745,3.000,0.000,0.000,30.000
-22.917,0.276,1.000,0.000,0.000,30.000
-23.500,0.500,1.000,0.000,0.000,30.000
-23.583,0.493,1.000,0.000,0.000,30.000
-23.500,0.500,1.000,0.000,0.000,30.000
-23.917,1.115,3.000,0.000,0.000,30.000
-23.917,1.115,3.000,0.000,0.000,30.000
