154.866,153.812,1.054,100.000,0.000,0.000
154.864,153.886,0.978,100.000,0.000,0.000
154.901,153.838,1.063,100.000,0.000,0.000
154.943,153.968,0.975,100.000,0.000,0.000
154.793,153.791,1.002,100.000,0.000,0.000
154.977,153.971,1.006,100.000,0.000,0.000
154.907,153.977,0.930,100.000,0.000,0.000
154.999,153.941,1.057,100.000,0.000,0.000
155.034,153.886,1.147,100.000,0.000,0.000
154.990,153.984,1.006,100.000,0.000,0.000
154.921,153.827,1.093,100.000,0.000,0.000
13423.689,154.053,13269.636,90.000,0.000,10.000
38917.938,2295.652,36622.286,90.000,0.000,10.000
7122.433,2323.989,4798.444,90.000,0.000,10.000
2441.958,2196.858,245.099,90.000,0.000,10.000
3578.715,2284.085,1294.630,90.000,0.000,10.000
3611.419,3340.188,271.231,90.000,0.000,10.000
3363.232,3049.720,313.513,90.000,0.000,10.000
3110.318,2606.703,503.615,90.000,0.000,10.000
2455.659,2273.343,182.316,90.000,0.000,10.000
2331.171,1806.223,524.948,90.000,0.000,10.000
1928.738,1764.491,164.247,80.000,0.000,20.000
1899.360,1481.508,417.852,80.000,0.000,20.000
1484.191,237.956,1246.236,80.000,0.000,20.000
341.018,196.224,144.794,80.000,0.000,20.000
245.688,193.175,52.513,80.000,0.000,20.000
271.731,240.239,31.491,80.000,0.000,20.000
287.547,237.104,50.443,80.000,0.000,20.000
284.140,247.688,36.451,80.000,0.000,20.000
267.893,237.495,30.398,80.000,0.000,20.000
249.889,161.558,88.331,60.000,0.000,40.000
192.577,165.839,26.737,60.000,0.000,40.000
177.436,163.807,13.629,60.000,0.000,40.000
487.716,134.925,352.791,60.000,0.000,40.000
558.061,68.721,489.339,60.000,0.000,40.000
162.947,83.531,79.416,60.000,0.000,40.000
102.201,38.117,64.084,60.000,0.000,40.000
58.000,32.074,25.926,60.000,0.000,40.000
55.777,31.775,24.002,60.000,0.000,40.000
260.108,31.930,228.177,60.000,0.000,40.000
334.174,324.390,9.783,90.000,0.000,10.000
334.610,330.158,4.452,90.000,0.000,10.000
334.546,330.557,3.989,80.000,0.000,20.000
334.224,330.090,4.134,80.000,0.000,20.000
311.500,261.434,50.066,60.000,0.000,40.000
356.188,347.722,8.466,70.000,0.000,30.000
353.873,352.717,1.155,70.000,0.000,30.000
352.749,347.219,5.530,70.000,0.000,30.000
351.024,346.625,4.399,70.000,0.000,30.000
351.138,346.626,4.511,70.000,0.000,30.000
351.437,346.539,4.898,70.000,0.000,30.000
351.400,346.131,5.269,70.000,0.000,30.000
350.527,345.921,4.606,70.000,0.000,30.000
399.078,342.440,56.638,70.000,0.000,30.000
347.612,343.005,4.607,70.000,0.000,30.000
350.324,342.994,7.330,70.000,0.000,30.000
341.090,340.091,0.999,0.000,0.000,0.000
341.211,340.152,1.059,0.000,0.000,0.000
341.273,340.258,1.015,0.000,0.000,0.000
341.224,340.276,0.948,0.000,0.000,0.000
341.196,340.168,1.028,0.000,0.000,0.000
341.254,340.320,0.935,0.000,0.000,0.000
341.415,340.289,1.126,0.000,0.000,0.000
341.251,340.378,0.873,0.000,0.000,0.000
341.442,340.388,1.054,0.000,0.000,0.000
341.350,340.345,1.005,0.000,0.000,0.000
333.127,314.592,18.535,0.000,0.000,50.000
360.040,352.060,7.980,0.000,0.000,50.000
340.009,327.793,12.216,0.000,0.000,50.000
628.390,51.600,576.789,0.000,0.000,50.000
56.263,30.282,25.981,0.000,0.000,50.000
29.419,21.719,7.700,0.000,0.000,50.000
27.336,21.873,5.462,0.000,0.000,50.000
24.193,17.423,6.770,0.000,0.000,50.000
24.367,16.352,8.015,0.000,0.000,50.000
23.651,16.095,7.556,0.000,0.000,50.000
27.785,17.777,10.008,0.000,0.000,50.000
23.918,16.720,7.197,0.000,0.000,50.000
52.563,3.332,49.231,0.000,0.000,50.000
36.332,32.727,3.605,0.000,0.000,30.000
35.117,32.664,2.453,0.000,0.000,30.000
35.619,32.666,2.953,0.000,0.000,30.000
36.439,32.683,3.756,0.000,0.000,30.000
35.568,32.522,3.046,0.000,0.000,30.000
35.623,32.584,3.039,0.000,0.000,30.000
36.195,32.637,3.558,0.000,0.000,30.000
36.670,32.283,4.387,0.000,0.000,30.000
34.548,32.232,2.316,0.000,0.000,30.000
34.509,32.255,2.255,0.000,0.000,30.000
