864.917,84.978,365.541,1946.389,727.609,3731.655,1359.962,315.924,1183.707,1961.651,248.688,933.207,1966.065,1688.517,8114.389,751.306,258.287,1127.684,1818.017,222.570,902.416,2368.509,186.983,794.199,2431.269,121.157,405.806,2183.183,242.179,835.899,773.707,229.777,897.029,1149.582,340.223,1390.367,1337.678,499.457,1829.989,1767.390,145.071,492.096,1388.755,92.156,287.144,400.600,147.470,539.181,378.255,59.466,227.293,713.463,45.859,182.091,451.605,40.465,158.709,279.127,43.139,153.648,80.000,0.000,20.000
794.355,24.157,93.075,963.812,190.307,659.048,935.959,137.691,452.987,450.491,217.628,795.960,1725.983,172.883,706.816,1115.924,181.840,631.945,1734.180,250.722,706.235,1079.593,123.169,523.082,931.215,377.081,1569.854,1609.538,109.831,389.129,2903.276,426.899,1545.686,2439.166,238.840,1072.023,5577.874,554.120,1815.132,1826.254,194.049,700.337,460.765,68.960,306.672,251.087,28.560,121.131,754.687,47.529,150.650,238.770,20.457,92.340,349.306,15.263,80.280,193.720,17.146,73.272,0.000,0.000,0.000
1150.547,158.493,677.573,1976.646,820.096,3994.951,747.293,140.752,456.817,760.481,269.924,868.675,1436.756,144.294,533.183,1440.046,294.776,1656.956,1137.289,382.624,1330.587,2246.480,97.862,332.595,1563.005,254.416,861.960,1173.384,479.665,1955.765,1576.604,341.254,1200.548,1675.996,140.226,647.273,2408.920,134.655,563.546,2235.359,159.630,528.739,1674.106,164.591,630.857,1073.192,83.832,434.586,755.046,67.534,399.309,519.384,51.595,227.362,419.897,107.211,307.690,290.041,50.842,178.913,60.000,0.000,40.000
1083.662,71.920,350.903,505.381,70.906,283.368,434.678,101.390,387.882,1254.997,197.415,953.070,1815.288,266.725,965.170,786.965,77.426,311.869,2061.205,178.603,688.423,1719.278,123.507,433.797,480.965,108.875,378.958,2626.479,180.117,994.514,2222.482,61.455,260.811,1305.610,311.927,914.468,2703.342,376.818,1201.843,1198.278,241.091,815.951,1623.173,218.189,911.984,409.154,167.868,553.929,658.002,83.907,235.535,363.870,33.182,135.252,346.373,40.798,163.114,302.526,27.794,123.579,60.000,0.000,40.000
1115.404,85.666,349.211,1733.379,79.660,386.728,585.821,128.440,446.121,1558.566,451.607,1599.360,2858.030,422.743,2005.721,851.090,413.748,1530.296,2241.067,59.004,260.903,1811.449,170.183,620.586,1324.187,167.277,616.167,952.714,372.348,1490.500,557.365,162.804,530.834,2212.098,280.744,1068.647,6530.184,439.820,1316.870,3863.749,449.255,1680.258,822.949,164.646,588.961,509.224,141.664,433.053,649.934,92.255,371.087,293.072,68.766,239.232,257.994,37.834,139.322,390.444,68.046,253.167,90.000,0.000,10.000
1113.865,46.725,191.401,1485.209,61.622,252.326,1112.987,40.062,131.926,945.866,33.958,137.271,1706.795,42.643,182.359,367.512,100.582,383.000,1910.878,108.833,753.416,2304.639,278.766,867.096,1310.686,406.714,1456.530,834.501,309.787,1083.559,1226.920,109.404,353.387,1180.781,286.249,1194.602,2632.481,353.305,1530.717,3198.951,174.023,593.561,1087.036,109.738,362.781,686.434,117.565,544.900,521.444,26.933,108.886,439.243,51.167,189.535,370.400,47.744,188.123,457.438,58.521,220.779,90.000,0.000,10.000
847.774,147.313,704.815,2436.065,453.282,3747.849,2737.904,262.619,1525.065,1606.174,122.180,762.636,1938.270,122.165,737.006,1091.476,229.889,1143.028,1881.303,374.441,1669.537,1039.897,240.162,969.141,1967.029,687.113,3844.385,5735.274,596.796,3138.157,4002.813,404.159,1568.614,4007.738,495.808,1995.685,4407.031,642.075,2806.462,2826.757,678.374,2996.950,1546.069,319.464,1303.500,1335.616,172.529,710.097,2646.758,1919.261,7667.868,696.038,125.708,475.121,2089.512,1739.810,6203.275,3787.559,4040.551,15139.592,60.000,0.000,40.000
873.696,28.604,107.258,1164.245,218.421,940.444,801.093,499.144,2060.456,1208.272,240.738,780.151,1449.550,419.411,1602.734,667.836,239.319,960.263,1355.776,326.388,1120.317,1834.889,679.770,2088.076,362.515,176.524,740.147,644.217,277.567,1156.082,814.259,198.057,762.677,2393.740,598.139,2582.470,8038.500,228.239,877.049,4078.327,73.329,323.657,929.063,366.945,1452.504,436.983,44.829,220.813,576.875,45.095,259.277,278.596,25.538,108.832,288.815,27.458,84.812,195.541,17.542,69.389,90.000,0.000,10.000
1294.920,65.999,261.260,1381.062,221.581,881.429,1480.135,158.094,513.414,717.827,237.226,862.437,2360.007,96.160,361.470,561.878,327.978,1256.708,1102.438,385.411,1648.540,2013.134,535.388,1996.574,793.856,115.956,526.295,628.323,253.589,1011.701,1607.175,338.896,1487.684,3275.169,434.130,1600.950,8059.793,398.841,1514.678,4424.541,399.832,1533.409,466.292,135.421,429.539,1016.061,76.601,516.571,233.278,18.347,83.574,552.142,31.724,129.162,391.910,20.239,90.063,326.499,23.480,95.919,90.000,0.000,10.000
966.582,50.510,226.836,1143.854,186.014,748.531,642.085,412.278,1494.567,1346.382,882.553,4302.746,2408.593,1531.274,6610.450,783.664,236.111,852.930,2078.226,237.012,1095.055,3009.173,251.541,944.318,740.826,303.666,1188.257,661.544,301.557,992.625,1842.341,481.985,1850.540,1002.550,356.734,1322.796,3848.391,322.504,1006.048,3095.321,210.442,789.027,1922.243,184.578,760.771,564.434,104.681,451.760,617.225,79.617,312.759,400.331,115.221,453.585,585.157,62.713,301.084,357.786,47.466,160.289,80.000,0.000,20.000
993.015,55.603,178.005,1381.042,79.660,298.370,768.537,95.899,353.441,484.257,133.889,506.581,2169.415,32.956,119.776,1457.901,120.460,412.255,839.828,33.037,156.627,1300.169,29.996,131.761,1219.036,52.946,230.202,2517.151,51.552,210.959,3190.332,44.510,216.491,2516.761,99.659,447.061,5382.057,66.620,296.259,2635.567,108.280,444.375,948.561,34.469,155.499,367.021,58.143,364.489,484.737,39.306,165.961,374.281,28.659,113.929,320.145,17.187,86.849,267.410,20.597,88.274,100.000,0.000,0.000
